web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe
"1669622809-515","https://www.autolina.ch/elektro-auto","82'999","4132","2022","204","sonstiges"
"1669622809-516","https://www.autolina.ch/elektro-auto","83'999","4132","null","204","sonstiges"
"1669622809-517","https://www.autolina.ch/elektro-auto","83'999","4132","null","204","sonstiges"
"1669622809-518","https://www.autolina.ch/elektro-auto","54'430","9435","2021","204","sonstiges"
"1669622809-519","https://www.autolina.ch/elektro-auto","65'900","8604","2019","408","schwarz"
"1669622809-520","https://www.autolina.ch/elektro-auto","46'980","8280","2022","204","sonstiges"
"1669622809-521","https://www.autolina.ch/elektro-auto","20'790","6010","null","45","grau"
"1669622809-522","https://www.autolina.ch/elektro-auto","49'900","6934","2022","231","grau"
"1669622809-523","https://www.autolina.ch/elektro-auto","72'210","8404","null","null","null"
"1669622809-524","https://www.autolina.ch/elektro-auto","21'440","4053","null","45","schwarz"
"1669622809-525","https://www.autolina.ch/elektro-auto","67'940","9016","2022","242","silber"
"1669622809-526","https://www.autolina.ch/elektro-auto","64'400","6021","2022","408","weiss"
"1669622809-527","https://www.autolina.ch/elektro-auto","36'800","9245","2021","217","blau"
"1669622809-528","https://www.autolina.ch/elektro-auto","49'900","4501","2022","204","schwarz"
"1669622809-529","https://www.autolina.ch/elektro-auto","63'500","4501","2022","204","schwarz"
"1669622809-530","https://www.autolina.ch/elektro-auto","55'500","8280","null","170","sonstiges"
"1669622809-531","https://www.autolina.ch/elektro-auto","136'900","8280","null","476","schwarz"
"1669622809-532","https://www.autolina.ch/elektro-auto","35'999","8864","2019","476","rot"
"1669622809-533","https://www.autolina.ch/elektro-auto","16'999","8864","2017","525","schwarz"
"1669622809-534","https://www.autolina.ch/elektro-auto","33'999","8864","2019","483","grau"
"1669622809-535","https://www.autolina.ch/elektro-auto","49'900","1184","2017","525","anthrazit"
"1669622809-536","https://www.autolina.ch/elektro-auto","74'000","6760","null","299","weiss"
"1669622809-537","https://www.autolina.ch/elektro-auto","68'500","6760","2022","299","silber"
"1669622809-538","https://www.autolina.ch/elektro-auto","79'900","6760","null","204","gelb"
"1669622809-539","https://www.autolina.ch/elektro-auto","84'945","1224","null","292","schwarz"
"1669622809-540","https://www.autolina.ch/elektro-auto","39'990","8800","2019","306","grau"
"1669622809-541","https://www.autolina.ch/elektro-auto","54'888","2855","2022","217","anthrazit"
"1669622809-542","https://www.autolina.ch/elektro-auto","41'972","6053","null","136","weiss"
"1669622809-543","https://www.autolina.ch/elektro-auto","63'900","3053","null","204","sonstiges"
"1669622809-544","https://www.autolina.ch/elektro-auto","71'300","8807","null","325","beige"
"1669622809-545","https://www.autolina.ch/elektro-auto","37'950","8254","null","136","grau"
"1669622809-546","https://www.autolina.ch/elektro-auto","92'500","4132","2021","327","grau"
"1669622809-547","https://www.autolina.ch/elektro-auto","21'790","1716","2020","83","grün"
"1669622809-548","https://www.autolina.ch/elektro-auto","34'680","5723","null","119","weiss"
"1669622809-549","https://www.autolina.ch/elektro-auto","58'600","6512","2021","191","weiss"
"1669622809-550","https://www.autolina.ch/elektro-auto","139'900","6512","2022","333","grau"
"1669622809-551","https://www.autolina.ch/elektro-auto","66'120","1920","null","408","sonstiges"
"1669622809-552","https://www.autolina.ch/elektro-auto","59'900","1920","2022","408","sonstiges"
"1669622809-553","https://www.autolina.ch/elektro-auto","30'800","6512","null","82","schwarz"
"1669622809-554","https://www.autolina.ch/elektro-auto","31'200","6512","null","82","weiss"
"1669622809-555","https://www.autolina.ch/elektro-auto","30'800","6512","null","82","schwarz"
"1669622809-556","https://www.autolina.ch/elektro-auto","31'200","6512","null","82","blau"
"1669622809-557","https://www.autolina.ch/elektro-auto","34'680","6964","null","119","silber"
"1669622809-558","https://www.autolina.ch/elektro-auto","84'790","7240","2022","204","weiss"
"1669622809-559","https://www.autolina.ch/elektro-auto","53'800","1530","null","204","weiss"
"1669622809-560","https://www.autolina.ch/elektro-auto","59'200","1530","null","204","weiss"
"1669622809-561","https://www.autolina.ch/elektro-auto","69'150","9473","null","325","grau"
"1669622809-562","https://www.autolina.ch/elektro-auto","39'600","9230","null","136","weiss"
"1669622809-563","https://www.autolina.ch/elektro-auto","67'958","2300","null","204","weiss"
"1669622809-564","https://www.autolina.ch/elektro-auto","34'800","6982","2021","136","weiss"
"1669622809-565","https://www.autolina.ch/elektro-auto","34'500","6500","2019","204","rot"
"1669622809-566","https://www.autolina.ch/elektro-auto","61'900","2068","2021","408","grün"
"1669622809-567","https://www.autolina.ch/elektro-auto","68'990","1752","null","408","sonstiges"
"1669622809-568","https://www.autolina.ch/elektro-auto","63'040","1752","null","231","sonstiges"
"1669622809-569","https://www.autolina.ch/elektro-auto","66'120","1752","null","408","sonstiges"
"1669622809-570","https://www.autolina.ch/elektro-auto","37'500","6208","2022","184","schwarz"
"1669622809-571","https://www.autolina.ch/elektro-auto","41'900","6208","null","184","grün"
"1669622809-572","https://www.autolina.ch/elektro-auto","20'490","8400","null","45","blau"
"1669622809-573","https://www.autolina.ch/elektro-auto","23'888","8400","2020","136","schwarz"
"1669622809-574","https://www.autolina.ch/elektro-auto","39'900","6283","2020","135","weiss"
"1669622809-575","https://www.autolina.ch/elektro-auto","62'000","6283","2022","204","weiss"
"1669622809-576","https://www.autolina.ch/elektro-auto","84'900","6283","2022","204","gelb"
"1669622809-577","https://www.autolina.ch/elektro-auto","39'304","5502","null","136","weiss"
"1669622809-578","https://www.autolina.ch/elektro-auto","139'900","1023","2022","530","anthrazit"
"1669622809-579","https://www.autolina.ch/elektro-auto","149'900","1023","2021","530","grau"
"1669622809-580","https://www.autolina.ch/elektro-auto","28'900","6850","null","119","weiss"
"1669622809-581","https://www.autolina.ch/elektro-auto","17'900","1814","2018","82","orange"
"1669622809-582","https://www.autolina.ch/elektro-auto","52'900","1814","2020","513","weiss"
"1669622809-583","https://www.autolina.ch/elektro-auto","54'900","1814","2021","498","grau"
"1669622809-584","https://www.autolina.ch/elektro-auto","67'200","1814","null","229","schwarz"
"1669622809-585","https://www.autolina.ch/elektro-auto","144'900","6467","null","476","grau"
"1669622809-586","https://www.autolina.ch/elektro-auto","59'900","3960","2022","299","rot"
"1669622809-587","https://www.autolina.ch/elektro-auto","38'900","8048","null","118","grün"
"1669622809-588","https://www.autolina.ch/elektro-auto","36'900","8048","2021","118","schwarz"
"1669622809-589","https://www.autolina.ch/elektro-auto","61'900","1950","2021","265","blau"
"1669622809-590","https://www.autolina.ch/elektro-auto","70'600","1022","null","371","blau"
"1669622809-591","https://www.autolina.ch/elektro-auto","61'500","1022","null","300","blau"
"1669622809-592","https://www.autolina.ch/elektro-auto","78'300","2802","null","204","silber"
"1669622809-593","https://www.autolina.ch/elektro-auto","27'925","2802","null","82","silber"
"1669622809-594","https://www.autolina.ch/elektro-auto","70'600","1022","2022","371","schwarz"
"1669622809-595","https://www.autolina.ch/elektro-auto","31'490","9424","2021","136","anthrazit"
"1669622809-596","https://www.autolina.ch/elektro-auto","71'780","3930","null","371","schwarz"
"1669622809-597","https://www.autolina.ch/elektro-auto","59'900","1196","2022","269","weiss"
"1669622809-598","https://www.autolina.ch/elektro-auto","41'050","1800","null","136","rot"
"1669622809-599","https://www.autolina.ch/elektro-auto","13'500","1806","2017","67","weiss"
"1669622809-600","https://www.autolina.ch/elektro-auto","59'900","1772","2022","184","weiss"
"1669622809-601","https://www.autolina.ch/elektro-auto","65'080","3930","null","299","weiss"
"1669622809-602","https://www.autolina.ch/elektro-auto","34'990","6612","2022","136","weiss"
"1669622809-603","https://www.autolina.ch/elektro-auto","69'940","3400","null","408","weiss"
"1669622809-604","https://www.autolina.ch/elektro-auto","36'800","1400","null","136","blau"
"1669622809-605","https://www.autolina.ch/elektro-auto","54'700","3970","2022","218","sonstiges"
"1669622809-606","https://www.autolina.ch/elektro-auto","65'775","8472","null","null","null"
"1669622809-607","https://www.autolina.ch/elektro-auto","137'600","1020","null","476","schwarz"
"1669622809-608","https://www.autolina.ch/elektro-auto","184'000","1020","null","524","grau"
"1669622809-609","https://www.autolina.ch/elektro-auto","23'900","1020","2021","82","sonstiges"
"1669622809-610","https://www.autolina.ch/elektro-auto","144'500","1245","null","476","grau"
"1669622809-611","https://www.autolina.ch/elektro-auto","74'900","6414","2022","299","grau"
"1669622809-612","https://www.autolina.ch/elektro-auto","72'900","6926","2020","313","beige"
"1669622809-613","https://www.autolina.ch/elektro-auto","67'950","8472","null","null","null"
"1669622809-614","https://www.autolina.ch/elektro-auto","67'085","8472","null","null","null"
"1669622809-615","https://www.autolina.ch/elektro-auto","66'935","8472","null","null","null"
"1669622809-616","https://www.autolina.ch/elektro-auto","69'975","8472","null","null","null"
"1669622809-617","https://www.autolina.ch/elektro-auto","69'450","8472","null","null","null"
"1669622809-618","https://www.autolina.ch/elektro-auto","63'430","6032","null","204","silber"
"1669622809-619","https://www.autolina.ch/elektro-auto","48'681","6044","null","136","grau"
"1669622809-620","https://www.autolina.ch/elektro-auto","25'900","8252","2018","136","weiss"
"1669622809-621","https://www.autolina.ch/elektro-auto","25'900","1227","null","82","grau"
"1669622809-622","https://www.autolina.ch/elektro-auto","174'900","1227","null","524","anthrazit"
"1669622809-623","https://www.autolina.ch/elektro-auto","45'900","6423","2022","204","weiss"
"1669622809-624","https://www.autolina.ch/elektro-auto","71'900","6423","2022","299","sonstiges"
"1669622809-625","https://www.autolina.ch/elektro-auto","66'800","6423","null","265","sonstiges"
"1669622809-626","https://www.autolina.ch/elektro-auto","64'900","6423","2022","265","sonstiges"
"1669622809-627","https://www.autolina.ch/elektro-auto","64'500","6423","null","204","sonstiges"
"1669622809-628","https://www.autolina.ch/elektro-auto","64'400","6423","null","265","sonstiges"
"1669622809-629","https://www.autolina.ch/elektro-auto","61'900","7075","null","184","weiss"
"1669622809-630","https://www.autolina.ch/elektro-auto","55'110","4900","null","204","schwarz"
"1669622809-631","https://www.autolina.ch/elektro-auto","63'440","4900","null","204","weiss"
"1669622809-632","https://www.autolina.ch/elektro-auto","65'710","4900","null","265","weiss"
"1669622809-633","https://www.autolina.ch/elektro-auto","46'900","4900","2022","232","grau"
"1669622809-634","https://www.autolina.ch/elektro-auto","64'980","4900","null","299","grau"
"1669622809-635","https://www.autolina.ch/elektro-auto","57'980","4900","null","204","schwarz"
"1669622809-636","https://www.autolina.ch/elektro-auto","46'800","4900","2021","204","schwarz"
"1669622809-637","https://www.autolina.ch/elektro-auto","22'989","5610","2021","116","weiss"
"1669622809-638","https://www.autolina.ch/elektro-auto","22'789","5610","2021","116","schwarz"
"1669622809-639","https://www.autolina.ch/elektro-auto","22'789","5610","2020","116","schwarz"
"1669622809-640","https://www.autolina.ch/elektro-auto","74'444","2504","null","487","schwarz"
"1669622809-641","https://www.autolina.ch/elektro-auto","58'750","5745","2022","514","weiss"
"1669622809-642","https://www.autolina.ch/elektro-auto","69'900","3030","2020","360","grau"
"1669622809-643","https://www.autolina.ch/elektro-auto","38'990","8404","2019","476","blau"
"1669622809-644","https://www.autolina.ch/elektro-auto","54'900","9470","2021","498","schwarz"
"1669622809-645","https://www.autolina.ch/elektro-auto","141'480","1216","null","333","sonstiges"
"1669622809-646","https://www.autolina.ch/elektro-auto","61'600","8600","null","218","rot"
"1669622809-647","https://www.autolina.ch/elektro-auto","61'900","4414","2022","408","schwarz"
"1669622809-648","https://www.autolina.ch/elektro-auto","70'310","5620","null","204","schwarz"
"1669622809-649","https://www.autolina.ch/elektro-auto","40'800","8134","null","184","grün"
"1669622809-650","https://www.autolina.ch/elektro-auto","38'900","4663","null","136","weiss"
"1669622809-651","https://www.autolina.ch/elektro-auto","112'900","8604","2022","476","grau"
"1669622809-652","https://www.autolina.ch/elektro-auto","17'900","6221","2014","116","grau"
"1669622809-653","https://www.autolina.ch/elektro-auto","40'900","6934","2022","122","weiss"
"1669622809-654","https://www.autolina.ch/elektro-auto","70'420","4800","null","408","silber"
"1669622809-655","https://www.autolina.ch/elektro-auto","66'200","9050","2021","265","weiss"
"1669622809-656","https://www.autolina.ch/elektro-auto","28'990","8962","2019","136","rot"
"1669622809-657","https://www.autolina.ch/elektro-auto","17'700","8305","2018","82","weiss"
"1669622809-658","https://www.autolina.ch/elektro-auto","38'320","5502","null","136","rot"
"1669622809-659","https://www.autolina.ch/elektro-auto","54'850","8580","null","231","blau"
"1669622809-660","https://www.autolina.ch/elektro-auto","52'100","8580","null","231","blau"
"1669622809-661","https://www.autolina.ch/elektro-auto","126'900","4665","2022","530","bordeaux"
"1669622809-662","https://www.autolina.ch/elektro-auto","63'430","6032","null","204","weiss"
"1669622809-663","https://www.autolina.ch/elektro-auto","59'800","4923","2022","498","schwarz"
"1669622809-664","https://www.autolina.ch/elektro-auto","51'600","4702","null","204","weiss"
"1669622809-665","https://www.autolina.ch/elektro-auto","48'900","6852","null","136","anthrazit"
"1669622809-666","https://www.autolina.ch/elektro-auto","42'900","5001","2022","204","sonstiges"
"1669622809-667","https://www.autolina.ch/elektro-auto","48'990","3322","null","218","grau"
